,1,2,3,4,5,6,7,8,9,10,11,12
V137,215.4575192,18.94039237,47.44082079,4.779989169,10.03275098,12.4625951,3.487388581,1.081315944,39.15088068,5.755862664,6.689658403,6.880363406
V138,0.913542583,17.81246988,2.0280817,1.234508623,2.509689957,5.99667617,10.72648962,12.01439413,3.728102214,24.74109843,6.612042301,5.248224033
V139,1.948649201,19.74581427,3.072652447,1.605382616,1.732494133,11.07356446,7.408173555,9.561225562,2.411994207,10.56652157,4.208352394,12.48111956
V140,54.09175875,22.434138,2.262108807,1.575438306,11.49600206,23.16334175,5.26375813,2.622340824,1.268518169,6.78993315,1.942572913,14.39341179
V141,79.30250065,40.24163124,32.31412583,45.35301862,16.00374561,13.55222503,3.568623922,20.76233267,17.05536025,5.029989103,4.648932798,19.82461299
V142,8.77954409,2.520498714,6.540077439,37.43398264,3.98923832,27.35617137,24.74040307,252.0071693,13.9626527,22.40771779,19.43508478,5.167871115
V143,10.39652074,16.28009991,87.12755096,0.888523845,142.805561,10.40339583,2.291945766,2.887901541,3.398598232,20.02880598,2.556084331,18.72225571
V144,23.65611173,18.31330432,4.173298913,7.349278084,21.98585615,14.31840391,18.07587742,22.35225213,4.074724376,25.76037463,3.783167206,12.97952794
V145,0.856048203,14.13541371,0.970420935,1.464180623,1.645576349,13.97668179,6.167590102,1.372324698,5.114762545,9.067386036,19.48704463,4.350808278
V146,18.62274137,14.42928282,2.060066012,2.019742938,6.770686108,15.85292621,4.347862107,38.35373141,6.449480764,6.035812418,3.907984,11.20983418
V147,598.7824754,21.73620632,75.46882597,83.21903414,26.38744309,4.660764971,3.359715528,30.7332311,163.8273597,119.4222107,6.945857481,49.23215917
V148,4.618757155,20.04003075,2.883458394,3.103560675,0.874713232,8.242632067,6.43248004,7.569177178,4.920804987,21.98525442,14.85733142,22.62692715
V149,17.1905701,22.55509051,19.98825322,4.388722971,118.5683677,20.27157188,7.006250333,3.153555537,13.34256619,10.96818273,8.958194699,4.267911998
V150,33.47740438,30.03097296,23.00063336,12.21292912,19.00201883,31.77472584,5.606401403,20.93402338,10.62516943,8.66933637,20.87272198,3.9438184
V151,25.73363724,32.38054617,13.6395317,44.63927154,12.21841896,18.66123887,72.57067623,49.03331008,39.03452493,1.917636212,2.863876845,29.04937174
V152,0.873564916,9.905891313,0.941228679,6.18751113,2.735334402,11.01772467,1.661776232,17.64040472,1.042171165,11.75089156,5.74709465,4.42304233
V153,205.3714707,18.16371205,13.21875848,9.470294596,4.890285748,10.28359632,23.48758473,22.00002491,18.32693608,25.31266695,21.46613832,29.06604613
V154,7.059731032,20.24776715,1.792995186,6.056893589,3.71502057,7.944187529,7.594077613,12.186935,3.690216105,6.9668669,3.63059786,4.591621886
V155,6.1452054,11.17449718,2.586115726,2.175043009,1.959184576,8.482966706,13.61638756,6.531771304,5.305112524,12.4870382,17.31650983,4.692149939
V156,59.3522641,28.97709266,252.8316951,126.8668597,190.1075297,17.62808799,10.96138727,59.95449442,5.57433458,8.236657252,54.74970563,94.02875502
V157,44.04852599,16.13311661,8.315788453,12.03605948,8.345405682,14.57415498,4.801073743,18.18700734,21.57377292,10.08690087,2.975465321,9.896633273
V158,11.36230087,12.80021296,0.903053873,12.771793,0.59070721,21.51723838,1.533006675,25.3652602,3.894149991,8.092437208,7.153076484,16.53012855
V159,2.856168235,13.49731288,2.249334396,20.77400435,17.42048018,25.74408444,10.24384299,138.7519596,2.478839111,50.34992619,41.2291164,4.285273791
V160,1.430157291,11.55006779,1.227462737,6.215184015,2.080220367,15.00709128,6.503837861,15.14326422,3.027206865,10.6659729,15.1099135,10.35957953
V161,13.16883379,7.938477932,2.456360885,0.97089387,6.458858891,20.16379113,7.399783526,52.38741278,2.876844507,13.6474513,16.30415655,13.10713263
V162,4.313800189,15.73214766,93.90909273,5.726754312,163.6710205,24.75738291,3.593303665,11.51732945,14.7007027,17.06620728,8.633964036,4.630065534
V163,5.192278598,15.31956078,1.740453411,11.22824206,0.70227771,11.57204676,1.611573655,2.766498042,2.050485624,5.919093957,6.496600556,4.067460178
V164,9.227389016,22.69605574,30.43490111,1.260217985,26.22180521,15.67398557,8.418192412,2.008295619,3.955726641,20.14271758,22.61881502,3.857505665
V165,51.68693229,19.18920234,5.67361347,16.24700989,9.062505802,29.5839043,6.636638387,27.32682965,7.47447535,11.70875231,2.160056684,4.354509105
V166,7.5624503,12.07265059,2.435172524,10.09076666,7.064282011,18.8697141,5.727117139,6.159137631,11.10275027,7.946438911,4.283215274,3.334135265
V167,1.735132163,13.80040923,3.49481581,3.508599573,1.774021746,15.17641112,7.020789662,11.76311034,1.540793437,13.20403669,10.26137979,4.114199281
V168,68.13906731,25.08904823,2.738367387,4.590260838,8.767733116,37.72229919,8.999798962,10.53740832,12.23369781,1.590603202,4.915854372,2.469257776
V169,9.948472338,22.05471651,11.98096773,9.185355954,13.61771992,14.02258085,3.688237345,10.76262576,6.626632373,15.30809992,2.302621978,7.520871095
V170,5.725917881,12.8830233,5.153118696,10.6142893,2.469877717,15.41698977,11.44340105,7.989900642,1.322108953,9.253481299,3.857596083,3.655395922
V171,2.791360455,9.110996199,1.454927776,4.56418996,1.966019741,14.84893116,10.86014959,66.78361556,2.524801019,3.969581437,21.36760983,7.664608944
V172,12.32242846,28.14969605,28.65083238,15.60007061,110.9113515,68.07284265,2.60321784,145.677443,4.767900603,5.962174442,51.78349994,5.844554619
V173,3.453451394,13.28360071,1.527380945,1.652353535,4.171200721,13.77816616,7.182051112,2.839286597,1.590087748,3.200049321,5.853787869,3.608908574
V174,2.545540752,11.94328111,6.586591241,3.580878091,19.36230668,11.99318344,2.408720332,3.055270368,2.288775445,2.242595648,2.406430959,2.796577516
V175,3.662362718,21.32110935,3.980106045,16.33207736,7.916025152,9.925242014,8.33375311,13.9933202,1.619200168,9.195258801,14.10005842,6.704166309
V176,886.6959885,3.868297982,356.8831705,170.710743,24.12258175,22.08866954,15.14712673,11.44590302,150.7238246,5.714223826,66.36900787,4.22769655
V177,2.622055025,11.22878473,5.670917395,20.74472338,9.898314253,11.97620454,15.46971275,10.74383398,9.112708477,2.601371353,3.854240942,2.31256975
V178,541.4480126,10.29217535,2.096606236,211.4315743,4.975707804,6.456835619,4.298683263,53.91564108,79.74645332,1.40311724,24.85838798,11.41591684
V179,3.810620986,21.76912291,9.582868187,29.61986263,9.656639134,13.7599634,18.64150386,23.06889681,27.56474211,12.16386983,2.415512718,4.396671004
V180,1.134305903,20.54689694,5.236631428,65.81682739,19.90080859,85.30613824,6.861442972,89.91344524,4.236292223,36.74060942,47.84833006,18.27641147
V181,67.58584801,40.38092023,1049.815556,118.6281391,230.1678869,69.34902841,5.252226301,62.5891809,67.64974401,17.01447421,29.92672782,23.372453
V182,7.16883526,26.54066255,10.26251222,23.91219632,6.492926821,22.4012372,2.29508865,22.13772846,1.511187221,11.92028398,4.587428852,12.93231606
V183,10.39745942,14.89359327,6.28055022,16.18503352,4.588889462,25.43993344,7.545154294,22.35775664,5.112182515,19.13468023,2.691902747,4.108366107
V184,29.36406502,39.25765544,15.12876861,61.02025439,7.47774947,27.95860451,4.281222865,21.24665674,10.57443609,17.52978491,48.04504258,9.61912035
