,1,2,3,4,5,6,7,8,9,10,11,12
V169,3.543065346,10.83340495,26.44761691,12.33064545,5.489863955,8.375510735,4.145226905,6.657087393,21.90767297,4.154617679,12.10605543,5.035329846
V170,14.22908722,5.18959924,11.96827089,1.916026875,5.903538343,15.22621624,13.71867755,5.203015918,3.918187123,4.647789622,10.89331122,3.302307856
V171,1.969871226,2.652355455,11.87451229,2.127058532,4.535679324,13.11154097,7.559705032,57.24698665,2.765958473,27.19206922,5.660048329,7.639461089
V172,20.27743102,35.08733277,29.56057871,87.6418247,8.550494991,68.4696303,4.702854037,126.2708714,20.32005764,67.27743859,4.980466006,3.975071346
V173,8.318285347,0.67332534,11.72876462,3.378617599,1.469093087,13.04600312,8.505550495,1.557350423,2.93817564,10.74546716,4.839073643,3.114684268
V174,0.984604413,8.550026812,12.04116674,14.29302699,4.20548261,11.02233185,3.544749599,2.733936322,5.328909658,1.717926698,2.148040622,2.350762345
V175,5.169149077,4.494816909,20.45120505,6.056235477,17.21557489,8.234385524,18.25751118,12.52838004,4.591099761,20.8067371,13.01656082,7.908775298
V176,655.7648635,421.2642041,10.39040766,4.826675881,132.76215,28.81346858,17.01362869,6.217643763,112.8807961,52.81707911,6.828854274,9.634215294
V177,8.893976983,10.68946993,12.65286279,6.735031914,14.76328655,11.59621405,11.71831611,4.603609125,5.320645928,4.139273301,3.393278314,4.296352175
V178,411.9249182,5.510137858,10.76943259,10.25611939,166.2836131,18.00997664,4.093389752,46.7305166,151.0442397,4.917748779,2.780571193,17.07925665
V179,8.469705414,25.51471976,20.09982213,4.458529705,32.64565089,14.19632536,11.8497561,23.14300041,7.048347406,5.071019867,19.13490745,10.77191972
V180,8.137773638,7.274813219,20.42209825,17.48131322,65.9413273,88.74259183,3.174224487,78.6212207,6.754136297,50.09599482,66.42376986,11.72630483
V181,64.36575505,1102.757159,34.4132975,128.502566,75.80179589,77.23587881,4.707123386,54.83035342,183.5860022,60.60567948,8.15743698,26.81056475
V182,22.49967267,8.406034366,26.66199142,6.220608169,12.30131801,23.31865132,5.317873732,13.90281687,14.76658173,5.31857179,5.857557736,6.495067524
V183,4.077615499,3.743053212,17.90791049,5.355263715,11.61515655,24.06132427,9.237141061,20.29210924,24.95012074,3.616300705,15.74981526,4.986907505
V184,40.41896257,17.41803502,37.69991515,6.079066308,59.21710737,26.92733409,8.266298025,12.40667877,19.11692597,39.58164214,21.12979038,12.77262891
